"progress_monitor"
"Time Step" "flow-time etc.."
("Time Step" "flow-time" "particle_area_flow" "particle_volume_flow")
0 0 -24.87861155513465 -3.478548555519289e-08
10 5e-05 -24.87954064023714 -3.478679179839235e-08
20 0.0001 -24.87956147652057 -3.478683203290802e-08
30 0.00015 -24.87960052967245 -3.478690145672096e-08
40 0.0002 -24.87964375418239 -3.478698000553818e-08
50 0.00025 -24.87968211249565 -3.478705686031946e-08
60 0.0003 -24.87970361564218 -3.47871100524249e-08
70 0.0003500000000000001 -24.879703141672 -3.47871307620352e-08
80 0.0004 -24.87968111721106 -3.478711681983928e-08
90 0.00045 -24.87964955849922 -3.478708645739569e-08
100 0.0005 -24.879619239622 -3.47870542567042e-08
110 0.00055 -24.87960095653734 -3.478703669893277e-08
120 0.0006000000000000001 -24.87959279212862 -3.478703266584877e-08
130 0.0006500000000000001 -24.87959310778485 -3.478704307852466e-08
140 0.0007000000000000001 -24.87959581856173 -3.478705969985092e-08
150 0.00075 -24.87959922636812 -3.478708058570976e-08
160 0.0008 -24.87960076982579 -3.478709927514581e-08
170 0.0008500000000000001 -24.8795976339412 -3.478711063661726e-08
180 0.0009000000000000001 -24.87958860263409 -3.478711155858781e-08
190 0.0009500000000000001 -24.8795795277382 -3.478711326107031e-08
200 0.001 -24.87957107989419 -3.478711609806436e-08
210 0.00105 -24.87956422775315 -3.478712040520149e-08
220 0.0011 -24.87955725742583 -3.478712262987966e-08
230 0.00115 -24.87955112764026 -3.478712638569068e-08
240 0.0012 -24.87954409233073 -3.478712875743787e-08
250 0.00125 -24.8795334670399 -3.478712654589123e-08
260 0.0013 -24.8795157788757 -3.478711368512602e-08
270 0.00135 -24.87949128246635 -3.478709155246353e-08
280 0.0014 -24.87946238082641 -3.478706230261345e-08
290 0.00145 -24.87943683575431 -3.4787037695224e-08
300 0.0015 -24.87941876917112 -3.478702306781598e-08
310 0.00155 -24.87941286333371 -3.478702442943038e-08
320 0.0016 -24.87942241583715 -3.478704738716521e-08
330 0.00165 -24.87945422186669 -3.478710693973938e-08
340 0.0017 -24.87950584169651 -3.478720012004019e-08
350 0.00175 -24.87956844771911 -3.478731389673962e-08
360 0.0018 -24.87962093575389 -3.478741403524985e-08
370 0.00185 -24.87964908047758 -3.478747873921331e-08
380 0.0019 -24.87964766087624 -3.478749810232892e-08
390 0.00195 -24.87961729327022 -3.478747252650934e-08
400 0.002 -24.87955955223882 -3.478740251424938e-08
410 0.00205 -24.87947814705144 -3.478729260462751e-08
420 0.0021 -24.87937936493986 -3.478715133711179e-08
430 0.00215 -24.87928014163904 -3.478700636444002e-08
440 0.0022 -24.8791871562422 -3.478686985166794e-08
450 0.00225 -24.87909445410649 -3.478673386658093e-08
460 0.0023 -24.8789860139241 -3.47865754569238e-08
470 0.00235 -24.87883476816281 -3.478635490977293e-08
480 0.0024 -24.87862084110562 -3.478604009205551e-08
490 0.00245 -24.87834377694044 -3.478562605012568e-08
500 0.0025 -24.87802503290566 -3.478514044087369e-08
510 0.00255 -24.87771321253005 -3.478465147562335e-08
520 0.0026 -24.87747997279421 -3.478426803088048e-08
530 0.00265 -24.87745923366349 -3.47842165616764e-08
540 0.0027 -24.87779828997511 -3.478474154162667e-08
550 0.00275 -24.87845462370951 -3.478576276317974e-08
560 0.0028 -24.87915075507318 -3.478684981226346e-08
570 0.00285 -24.87967813692187 -3.478767438698925e-08
580 0.0029 -24.88009555702281 -3.478836048605725e-08
590 0.00295 -24.88036427132187 -3.478884218442439e-08
600 0.003 -24.88042390727837 -3.478901705780467e-08
610 0.00305 -24.88026220348132 -3.478884855071194e-08
620 0.0031 -24.87985352408325 -3.478826726632139e-08
630 0.00315 -24.87929380355765 -3.478742822398496e-08
640 0.0032 -24.87893253478591 -3.478693363156238e-08
650 0.00325 -24.8787509549838 -3.478669823367866e-08
660 0.0033 -24.87872334973204 -3.478667964777303e-08
670 0.00335 -24.87890295930556 -3.478696565167857e-08
680 0.0034 -24.87893807608428 -3.478693226090043e-08
690 0.00345 -24.87894991167647 -3.47869027028343e-08
700 0.0035 -24.87915134478937 -3.47872495950107e-08
710 0.00355 -24.87938867255431 -3.478769004706547e-08
720 0.0036 -24.87938472563551 -3.478772096028899e-08
730 0.00365 -24.87911988347879 -3.478731583907019e-08
740 0.0037 -24.87878160471973 -3.478680559302009e-08
750 0.00375 -24.87878960919913 -3.478689657295214e-08
760 0.0038 -24.87896665167318 -3.478722345578581e-08
770 0.00385 -24.87914067781524 -3.478751159841484e-08
780 0.0039 -24.87938699065836 -3.478790161969505e-08
790 0.00395 -24.87940210823234 -3.478786070100084e-08
800 0.004 -24.87919286503145 -3.478747541443774e-08
810 0.004050000000000001 -24.87905035072027 -3.478724579774384e-08
820 0.0041 -24.87899350199237 -3.478716790146873e-08
830 0.00415 -24.87889988084559 -3.478702820853118e-08
840 0.004200000000000001 -24.87875666349348 -3.478680624057308e-08
850 0.00425 -24.87861334250472 -3.478657931342429e-08
860 0.0043 -24.87852709986802 -3.478644643409231e-08
870 0.004350000000000001 -24.87872966741125 -3.478682751639852e-08
880 0.0044 -24.87914129307056 -3.478753954260104e-08
890 0.00445 -24.87944831384562 -3.478806477275268e-08
900 0.004500000000000001 -24.87948776304642 -3.478812533579597e-08
910 0.00455 -24.87918780011506 -3.478762643651067e-08
920 0.004600000000000001 -24.87882636235929 -3.478704462820892e-08
930 0.00465 -24.87848999676216 -3.478650878928631e-08
940 0.0047 -24.87819732914603 -3.478604391959221e-08
950 0.004750000000000001 -24.87796432101631 -3.478567188649009e-08
960 0.0048 -24.87780485492588 -3.47854094132035e-08
970 0.00485 -24.87771900487754 -3.478526058594695e-08
980 0.004900000000000001 -24.8777098504396 -3.478523374517727e-08
990 0.00495 -24.87779386539938 -3.478536372976088e-08
1000 0.005 -24.87794863694954 -3.478560937270029e-08
1010 0.005050000000000001 -24.87811839613074 -3.478587751613367e-08
1020 0.0051 -24.87828035928028 -3.478613834870095e-08
1030 0.00515 -24.87842772244096 -3.478638248731455e-08
1040 0.005200000000000001 -24.87854586457355 -3.478658747542277e-08
1050 0.00525 -24.87863527742603 -3.478675136846586e-08
1060 0.0053 -24.87870588946931 -3.478688643953334e-08
1070 0.005350000000000001 -24.87876785560317 -3.478700635264734e-08
1080 0.0054 -24.87882868271333 -3.478712213665262e-08
1090 0.005450000000000001 -24.87889088308496 -3.478723913052474e-08
1100 0.005500000000000001 -24.87895413812964 -3.478735937925827e-08
